dataset	file_id	pattern	ref_words	parakeet_words	medasr_words	medasr_correct
primock57	day3_consultation06	NUMERIC	uh	62		unalignable
primock57	day3_consultation06	NUMERIC	sixty two			unalignable
primock57	day3_consultation06	NUMERIC	sw sixteen	sw166jt that's		unalignable
primock57	day3_consultation06	NUMERIC	six jt			unalignable
primock57	day3_consultation06	NUMERIC	fifteen	15		unalignable
primock57	day3_consultation06	LATERALITY	right			unalignable
primock57	day3_consultation07	NUMERIC	seventeen	17		unalignable
primock57	day3_consultation07	NUMERIC	nineteen	1987		unalignable
primock57	day3_consultation07	NUMERIC	eighty seven			unalignable
primock57	day3_consultation07	NUMERIC	sixty hanover	and over		unalignable
primock57	day3_consultation07	NEGATION_FLIP	haven't	i		unalignable
primock57	day3_consultation07	NEGATION_FLIP	no nothing ok	you notice okay		unalignable
primock57	day3_consultation07	NEGATION_FLIP	but not	some of		unalignable
primock57	day3_consultation07	NEGATION_FLIP	mark no	marks okay		unalignable
primock57	day3_consultation07	NEGATION_FLIP	neither	nailer		unalignable
primock57	day3_consultation07	NEGATION_FLIP	you don't			unalignable
primock57	day3_consultation08	NUMERIC	twenty	29th		unalignable
primock57	day3_consultation08	NUMERIC	ninth			unalignable
primock57	day3_consultation08	NUMERIC	nineteen eighty	1980 okay		unalignable
primock57	day3_consultation08	NEGATION_FLIP	no more ok	normal okay absolutely		unalignable
primock57	day3_consultation08	NEGATION_FLIP	no			unalignable
primock57	day3_consultation08	NEGATION_FLIP	like that no no			unalignable
primock57	day3_consultation09	NUMERIC	sixteen nineteen	16th 1976		unalignable
primock57	day3_consultation09	NUMERIC	seventy six			unalignable
primock57	day3_consultation09	LATERALITY	left handed so	left-handed so i		unalignable
primock57	day3_consultation09	NEGATION_FLIP	nothing	pain		unalignable
primock57	day3_consultation09	NUMERIC	three	three-year	three-yar universary	0
primock57	day3_consultation09	NUMERIC	twenty	20-20	to 20	0
primock57	day3_consultation09	NUMERIC	twenty		to 20	0
primock57	day3_consultation09	LATERALITY	right exactly			unalignable
primock57	day3_consultation09	NUMERIC	twenty	20		unalignable
primock57	day3_consultation09	NEGATION_FLIP	no ok	yeah okay		unalignable
primock57	day3_consultation09	NUMERIC	twenty	20		unalignable
primock57	day3_consultation09	NEGATION_FLIP	i'm not		not	1
primock57	day3_consultation10	NUMERIC	oh nine	092983 okay		unalignable
primock57	day3_consultation10	NUMERIC	two nine eighty-three ok			unalignable
primock57	day3_consultation10	NUMERIC	two	231		unalignable
primock57	day3_consultation10	NUMERIC	three one			unalignable
primock57	day3_consultation10	NUMERIC	uh four to		four to five	0
primock57	day3_consultation10	NUMERIC	ten	10		unalignable
primock57	day3_consultation10	NUMERIC	ten	10		unalignable
primock57	day3_consultation10	NUMERIC	uh sixty-two	62 okay		unalignable
primock57	day3_consultation10	NEGATION_FLIP	no			unalignable
primock57	day3_consultation10	NUMERIC	forty-eight	48		unalignable
primock57	day3_consultation10	NUMERIC	forty-eight	48		unalignable
primock57	day4_consultation01	NUMERIC	i'm one of			unalignable
primock57	day4_consultation01	NUMERIC	seventh	7th		unalignable
primock57	day4_consultation01	NUMERIC	nineteen seventy	1974 74		unalignable
primock57	day4_consultation01	NUMERIC	four seventy four			unalignable
primock57	day4_consultation01	NUMERIC	fifty four	54 perfect		unalignable
primock57	day4_consultation01	NUMERIC	suppose i'd	supposedly 53		unalignable
primock57	day4_consultation01	NUMERIC	be fifty three well			unalignable
primock57	day4_consultation01	NUMERIC	ten say	10 okay		unalignable
primock57	day4_consultation01	NUMERIC	ten ok ten	10 okay and		unalignable
primock57	day4_consultation01	NUMERIC	seven	it's		unalignable
primock57	day4_consultation01	LATERALITY	ohh ok ohh right but		right but in the meantime i think we should stay on the phone so i can	1
primock57	day4_consultation01	NEGATION_FLIP	uh	no		unalignable
primock57	day4_consultation01	NEGATION_FLIP	not			unalignable
primock57	day4_consultation01	LATERALITY	and arm	right now		unalignable
primock57	day4_consultation01	LATERALITY	right ok and			unalignable
primock57	day4_consultation02	NUMERIC	uh	35		unalignable
primock57	day4_consultation02	NUMERIC	thirty five			unalignable
primock57	day4_consultation02	NUMERIC	seventh uh	7th great		unalignable
primock57	day4_consultation02	NUMERIC	ninety three			unalignable
primock57	day4_consultation02	NUMERIC	one time one			unalignable
primock57	day4_consultation02	NEGATION_FLIP	not not			unalignable
primock57	day4_consultation02	NEGATION_FLIP	no			unalignable
primock57	day4_consultation02	NUMERIC	fifty-fifty	50-50		unalignable
primock57	day4_consultation02	NUMERIC	uh	10		unalignable
primock57	day4_consultation02	NUMERIC	ten			unalignable
primock57	day4_consultation02	NUMERIC	ten	10		unalignable
primock57	day4_consultation02	NUMERIC	ten	10		unalignable
primock57	day4_consultation02	NEGATION_FLIP	uh	no		unalignable
primock57	day4_consultation02	LATERALITY	right	well		unalignable
primock57	day4_consultation02	NEGATION_FLIP	no			unalignable
primock57	day4_consultation03	NUMERIC	twentieth	20th		unalignable
primock57	day4_consultation03	NUMERIC	april nineteen eighty	the 4th 1980		unalignable
primock57	day4_consultation03	NUMERIC	nineteen	1983		unalignable
primock57	day4_consultation03	NUMERIC	eighty three			unalignable
primock57	day4_consultation03	NUMERIC	thirty	30		unalignable
primock57	day4_consultation03	NEGATION_FLIP	don't			unalignable
primock57	day4_consultation04	NUMERIC	forty	40		unalignable
primock57	day4_consultation04	NEGATION_FLIP	think so	don't know		unalignable
primock57	day4_consultation04	NEGATION_FLIP	cannot we we			unalignable
primock57	day4_consultation04	NUMERIC	ten	10		unalignable
primock57	day4_consultation05	NUMERIC	first	1st		unalignable
primock57	day4_consultation05	NUMERIC	um uh	1992 okay		unalignable
primock57	day4_consultation05	NUMERIC	nineteen ninety two ok ok			unalignable
primock57	day4_consultation05	NUMERIC	um of	am 1990		unalignable
primock57	day4_consultation05	NUMERIC	nineteen ninety			unalignable
primock57	day4_consultation05	NUMERIC	forty	48		unalignable
primock57	day4_consultation05	NUMERIC	eight			unalignable
primock57	day4_consultation05	NUMERIC	forty	48		unalignable
primock57	day4_consultation05	NUMERIC	eight			unalignable
primock57	day4_consultation05	NEGATION_FLIP	uh i don't know			unalignable
primock57	day4_consultation05	NUMERIC	um	10		unalignable
primock57	day4_consultation05	NUMERIC	ten			unalignable
primock57	day4_consultation05	NUMERIC	ten minute	10 minutes		unalignable
primock57	day4_consultation05	LATERALITY	right			unalignable
primock57	day4_consultation05	NEGATION_FLIP	have any today	haven't eaten anything		unalignable
primock57	day4_consultation05	NEGATION_FLIP	haven't ok ok			unalignable
primock57	day4_consultation05	NEGATION_FLIP	i haven't			unalignable
primock57	day4_consultation05	NUMERIC	some	three		unalignable
primock57	day4_consultation05	NUMERIC	mmm ok uh-huh and please	to alphitomol and three is		unalignable
primock57	day4_consultation05	NEGATION_FLIP	ok i didn't	okay so that's		unalignable
primock57	day4_consultation05	NEGATION_FLIP	didn't			unalignable
primock57	day4_consultation05	NUMERIC	four days	for bed		unalignable
primock57	day4_consultation06	NUMERIC	twenty	22nd		unalignable
primock57	day4_consultation06	NUMERIC	second uh			unalignable
primock57	day4_consultation06	NUMERIC	ninety	90		unalignable
primock57	day4_consultation06	NUMERIC	ten	10		unalignable
primock57	day4_consultation06	NUMERIC	ten	10		unalignable
primock57	day4_consultation06	NEGATION_FLIP	it's not	out of		unalignable
primock57	day4_consultation06	NUMERIC	ok so it's a first like this i			unalignable
primock57	day4_consultation06	NUMERIC	year four			unalignable
primock57	day4_consultation06	NEGATION_FLIP	no	it		unalignable
primock57	day4_consultation06	NEGATION_FLIP	that all ok no			unalignable
primock57	day4_consultation06	NUMERIC	forty	40	40	0
primock57	day4_consultation06	NUMERIC	seventy	72	7	0
primock57	day4_consultation06	NUMERIC	two		two hours migraines can last	1
primock57	day4_consultation06	LATERALITY	good	right		unalignable
primock57	day4_consultation07	NUMERIC	uh	9th		unalignable
primock57	day4_consultation07	NUMERIC	uh ninth			unalignable
primock57	day4_consultation07	NUMERIC	two thousand	2016 okay		unalignable
primock57	day4_consultation07	NUMERIC	and sixteen ok			unalignable
primock57	day4_consultation07	LATERALITY	great	right		unalignable
primock57	day4_consultation07	NEGATION_FLIP	no			unalignable
primock57	day4_consultation07	NEGATION_FLIP	night-time no	night time		unalignable
primock57	day4_consultation07	NEGATION_FLIP	hasn't been superbad			unalignable
primock57	day4_consultation07	NEGATION_FLIP	no	medical		unalignable
primock57	day4_consultation07	NUMERIC	uh no one in	or p's none of		unalignable
primock57	day4_consultation07	NEGATION_FLIP	don't you		you	0
primock57	day4_consultation07	NEGATION_FLIP	uh no no ok		no okay	1
primock57	day4_consultation07	LATERALITY	so like my nose is	nose is tiny now right	all unintell unintelligible tuesd sant sounintell	1
primock57	day4_consultation07	NUMERIC	well	12		unalignable
primock57	day4_consultation07	NUMERIC	it was twelve			unalignable
primock57	day4_consultation07	NEGATION_FLIP	yes no not that			unalignable
primock57	day4_consultation07	NEGATION_FLIP	uh and you no not not that not that you can think of ok um			unalignable
primock57	day4_consultation07	NEGATION_FLIP	see no go and see	seek local attention gains here	you to see ctp and uninig	0
primock57	day4_consultation08	NUMERIC	eighth	8th		unalignable
primock57	day4_consultation08	NUMERIC	nineteen	1982		unalignable
primock57	day4_consultation08	NUMERIC	eighty two			unalignable
primock57	day4_consultation08	NEGATION_FLIP	no			unalignable
primock57	day4_consultation08	NEGATION_FLIP	i'm not			unalignable
primock57	day4_consultation08	NEGATION_FLIP	not			unalignable
primock57	day4_consultation08	LATERALITY	right k			unalignable
primock57	day4_consultation08	NEGATION_FLIP	you've not so		not	1
primock57	day4_consultation08	NEGATION_FLIP	not			unalignable
primock57	day4_consultation08	NUMERIC	fifteen	15		unalignable
primock57	day4_consultation08	NEGATION_FLIP	no			unalignable
primock57	day4_consultation08	NUMERIC	fifteen	15		unalignable
primock57	day4_consultation08	NEGATION_FLIP	nothing that sort	at all okay		unalignable
primock57	day4_consultation08	NEGATION_FLIP	no	now		unalignable
primock57	day4_consultation08	NEGATION_FLIP	no			unalignable
primock57	day4_consultation08	NEGATION_FLIP	not			unalignable
primock57	day4_consultation08	NEGATION_FLIP	no			unalignable
primock57	day4_consultation09	NUMERIC	nineteen ninety two	1992 92 okay		unalignable
primock57	day4_consultation09	NUMERIC	ninety two ok			unalignable
primock57	day4_consultation09	NUMERIC	ninety	1992		unalignable
primock57	day4_consultation09	NUMERIC	two			unalignable
primock57	day4_consultation09	NUMERIC	twenty six um	26 26 yeah		unalignable
primock57	day4_consultation09	NUMERIC	twenty six			unalignable
primock57	day4_consultation09	NEGATION_FLIP	wouldn't say			unalignable
primock57	day4_consultation09	NEGATION_FLIP	not			unalignable
primock57	day4_consultation09	NUMERIC	seventeen sixteen	17 16		unalignable
primock57	day4_consultation09	NEGATION_FLIP	no no um			unalignable
primock57	day4_consultation09	NEGATION_FLIP	they're	aren't		unalignable
primock57	day4_consultation09	NUMERIC	one	on		unalignable
primock57	day4_consultation09	NEGATION_FLIP	i don't			unalignable
primock57	day4_consultation09	NUMERIC	five or		someust sytm	0
primock57	day4_consultation09	NUMERIC	first	for		unalignable
primock57	day4_consultation10	NUMERIC	um	23rd		unalignable
primock57	day4_consultation10	NUMERIC	twenty third			unalignable
primock57	day4_consultation10	NUMERIC	nineteen	1995		unalignable
primock57	day4_consultation10	NUMERIC	ninety five			unalignable
primock57	day4_consultation10	NEGATION_FLIP	nothing			unalignable
primock57	day4_consultation10	NUMERIC	three and a			unalignable
primock57	day4_consultation10	NEGATION_FLIP	uh don't			unalignable
primock57	day4_consultation10	NEGATION_FLIP	no	know		unalignable
primock57	day4_consultation10	NEGATION_FLIP	i	no		unalignable
primock57	day5_consultation01	NUMERIC	doctor geraghty ohh	oh one more		unalignable
primock57	day5_consultation01	NUMERIC	five um	5 king's		unalignable
primock57	day5_consultation01	NUMERIC	twentieth	20th		unalignable
primock57	day5_consultation01	NUMERIC	the fourth nineteen	august 1990 okay		unalignable
primock57	day5_consultation01	NUMERIC	ninety ok			unalignable
primock57	day5_consultation01	NEGATION_FLIP	uh	no		unalignable
primock57	day5_consultation01	NEGATION_FLIP	no	i've		unalignable
primock57	day5_consultation01	NEGATION_FLIP	um no			unalignable
primock57	day5_consultation01	NEGATION_FLIP	not	something		unalignable
primock57	day5_consultation01	NUMERIC	uh and	the first		unalignable
primock57	day5_consultation02	NUMERIC	um	30		unalignable
primock57	day5_consultation02	NUMERIC	thirty			unalignable
primock57	day5_consultation02	NUMERIC	sw	sw22hz		unalignable
primock57	day5_consultation02	NUMERIC	two two hz hello			unalignable
primock57	day5_consultation02	NUMERIC	forty oh	140274 okay		unalignable
primock57	day5_consultation02	NUMERIC	two nineteen seventy four ok			unalignable
primock57	day5_consultation02	NUMERIC	it stays	six days		unalignable
primock57	day5_consultation02	NUMERIC	seven and			unalignable
primock57	day5_consultation02	NEGATION_FLIP	no			unalignable
primock57	day5_consultation02	NEGATION_FLIP	habit	no		unalignable
primock57	day5_consultation02	NEGATION_FLIP	no			unalignable
primock57	day5_consultation02	NEGATION_FLIP	pardon no birth			unalignable
primock57	day5_consultation02	NUMERIC	two	200		unalignable
primock57	day5_consultation02	NUMERIC	hundred			unalignable
primock57	day5_consultation03	NUMERIC	nineteenth	19th		unalignable
primock57	day5_consultation03	NUMERIC	nineteen	1993		unalignable
primock57	day5_consultation03	NUMERIC	ninety three			unalignable
primock57	day5_consultation03	NUMERIC	uh sixty	64 clivedon		unalignable
primock57	day5_consultation03	NUMERIC	four cliveden			unalignable
primock57	day5_consultation03	NEGATION_FLIP	and i don't		i	0
primock57	day5_consultation03	LATERALITY	right			unalignable
primock57	day5_consultation03	NUMERIC	ten eleven	10 11		unalignable
primock57	day5_consultation03	NUMERIC	ten	10		unalignable
primock57	day5_consultation03	NEGATION_FLIP	it's not			unalignable
primock57	day5_consultation03	NEGATION_FLIP	not just			unalignable
primock57	day5_consultation03	NUMERIC	drugs ok	one okay		unalignable
primock57	day5_consultation04	NUMERIC	twenty	2023		unalignable
primock57	day5_consultation04	NUMERIC	twenty three			unalignable
primock57	day5_consultation04	NUMERIC	nineteen ninety-six ok	may 1996 okay		unalignable
primock57	day5_consultation04	NUMERIC	um sixty	60 calone		unalignable
primock57	day5_consultation04	NEGATION_FLIP	no it's	i know		unalignable
primock57	day5_consultation04	NUMERIC	two	three		unalignable
primock57	day5_consultation04	NUMERIC	three	four		unalignable
primock57	day5_consultation04	NEGATION_FLIP	yes	no		unalignable
primock57	day5_consultation04	NEGATION_FLIP	it's now yeah not			unalignable
primock57	day5_consultation04	NEGATION_FLIP	very small	is no		unalignable
primock57	day5_consultation04	NEGATION_FLIP	so	no		unalignable
primock57	day5_consultation05	NEGATION_FLIP	i don't			unalignable
primock57	day5_consultation05	NEGATION_FLIP	i wasn't	i'm also		unalignable
primock57	day5_consultation05	NUMERIC	thirty seven	37 37		unalignable
